strategy_00,strategy_01,strategy_02,strategy_03,strategy_04,strategy_05,strategy_06,strategy_07,strategy_08,strategy_09,strategy_10,strategy_11,strategy_12,strategy_13,strategy_14,strategy_15,strategy_16,strategy_17,strategy_18,strategy_19,strategy_20,strategy_21,strategy_22,strategy_23,strategy_24,strategy_25,strategy_26,strategy_27,strategy_28,strategy_29,strategy_30,strategy_31,strategy_32,strategy_33,strategy_34,strategy_35,strategy_36,strategy_37,strategy_38,strategy_39,strategy_40,strategy_41,strategy_42,strategy_43,strategy_44,strategy_45,strategy_46,strategy_47,strategy_48,strategy_49
-0.037947,0.032508,-0.006225,-0.070823,-0.071789,-0.052839,-0.089179,-0.046379,-0.022926,-0.007396,-0.064228,-0.084664,-0.025664,-0.042035,-0.069638,-0.007789,-0.100248,-0.004419,-0.081052,-0.081372,0.002244,0.025513,-0.016784,-0.034903,-0.052500,0.010591,-0.057462,-0.049104,-0.087335,-0.027098,-0.067790,-0.170737,0.040322,-0.026684,-0.072842,-0.020923,0.037901,0.009773,0.010901,0.015498,0.027192,-0.082001,-0.083473,-0.008108,-0.030973,-0.103290,-0.074811,-0.099391,-0.048147,-0.078501
0.023355,-0.008504,-0.034812,0.002079,0.104241,0.018261,0.024040,0.003072,0.019402,0.015160,-0.031407,0.002083,-0.012326,0.045932,-0.029658,-0.064771,-0.008421,-0.055098,0.023739,0.025517,-0.018723,0.005038,0.001620,-0.022384,0.025175,-0.030837,0.002533,-0.004888,-0.049785,0.011436,0.000275,-0.026258,0.003801,-0.048341,0.042208,-0.019078,-0.080645,0.021495,-0.047552,-0.021306,0.012629,0.005681,-0.000099,0.012710,-0.026465,-0.027410,-0.011223,0.038623,0.031485,-0.080060
0.071650,-0.001532,0.080898,-0.070426,0.011091,0.015311,0.030656,0.037873,-0.023775,0.004655,-0.058049,-0.003856,0.009721,0.003912,0.016845,-0.011627,0.023175,-0.016982,-0.030457,0.013389,-0.045521,0.013985,0.006361,0.079814,0.000480,-0.024124,-0.005099,0.078304,0.064321,0.005320,0.003044,0.031936,0.052181,-0.022522,0.017850,-0.041606,-0.009159,0.050913,-0.001310,0.011139,-0.012842,-0.063072,0.011707,0.013881,0.000916,0.064496,0.083954,0.054887,0.081366,0.067382
-0.024851,0.046300,-0.024436,-0.029690,-0.029594,0.005735,-0.056018,0.001448,0.018086,-0.026707,0.009144,-0.060885,-0.008665,0.041593,-0.005437,0.020940,-0.005585,0.046578,-0.052942,0.008364,-0.062497,-0.032857,0.035856,0.005513,-0.085032,-0.033057,-0.040141,-0.041688,-0.054953,-0.067441,-0.050993,0.009462,0.028362,-0.019164,0.046217,-0.005682,-0.000428,-0.018344,-0.032305,0.020848,0.003475,0.023554,-0.007322,0.021591,-0.076855,-0.054454,0.023788,0.060686,0.012482,0.005008
-0.028850,-0.024054,-0.054709,0.059535,-0.045244,-0.024756,0.068725,0.023541,0.021433,0.025584,0.088184,-0.037319,-0.044542,-0.021196,0.005582,0.001389,0.029903,0.039063,0.038505,0.020816,-0.049562,-0.001696,0.029945,0.020937,-0.015634,0.053308,0.027308,0.029445,0.002131,0.011071,-0.007495,-0.013791,0.035709,0.034777,0.025696,0.012596,-0.066474,0.036512,0.016238,0.070466,0.024093,-0.015826,-0.008466,0.064425,0.068397,0.004373,-0.022737,0.060418,0.039495,-0.030486
-0.000101,0.023712,0.049344,-0.033988,-0.023206,-0.021046,-0.043362,0.031862,-0.077146,-0.026488,-0.020011,-0.003091,-0.089469,-0.082141,0.050163,-0.013845,-0.011273,0.073451,-0.010940,-0.005768,-0.005101,-0.025524,-0.048412,-0.112874,-0.100312,0.029841,-0.021950,0.012995,0.037844,-0.102548,-0.118597,-0.080165,-0.028058,-0.029468,0.014101,-0.045804,-0.021634,0.055746,0.085247,-0.037089,0.014260,-0.043570,-0.031095,-0.010609,0.011885,-0.095100,0.005661,-0.022533,-0.049449,0.011204
0.035191,0.016679,-0.056456,-0.037112,-0.089708,-0.015230,-0.036571,-0.034904,-0.048527,0.073788,-0.020908,0.038396,0.018914,-0.001752,-0.055361,-0.058353,-0.096080,0.011589,-0.008185,-0.086721,-0.014708,-0.094213,0.004553,-0.067117,-0.067730,0.052379,0.009855,-0.043676,-0.032730,-0.051512,-0.001617,-0.022041,0.050815,-0.046257,0.002974,0.054162,0.047146,0.004407,0.007143,-0.022823,0.002928,0.026870,0.025341,-0.076068,0.054018,-0.023681,-0.089505,-0.081842,0.001218,-0.023820
0.038275,0.026034,0.009525,-0.007265,-0.063601,0.078438,0.062374,0.083006,-0.030482,-0.057958,0.006574,0.001606,0.016358,0.086241,-0.031823,0.024930,0.026117,0.006564,0.081835,-0.030660,-0.005313,0.023178,0.012402,0.010421,0.031367,-0.048484,-0.020203,-0.003844,-0.037671,0.028910,0.015451,0.065627,-0.062279,0.039582,0.045151,-0.035623,-0.028338,0.006249,0.057876,0.030330,-0.030045,-0.087403,0.003519,0.094301,-0.074678,0.022520,0.039495,0.037189,0.052653,-0.076238
0.017759,-0.062335,0.014508,-0.002820,0.076771,-0.021391,0.045140,-0.053478,0.005574,-0.041743,-0.031764,-0.019476,0.018178,-0.055546,-0.018882,-0.047564,-0.074302,-0.004934,-0.034573,-0.045725,0.020009,-0.058443,0.013073,-0.014217,-0.069912,0.013920,0.033545,0.000480,0.018333,-0.053824,0.039238,-0.021107,-0.011700,-0.004077,-0.006462,0.013328,0.036262,-0.101190,0.067846,0.011941,-0.024991,0.021195,-0.012166,0.050854,0.070477,-0.125056,-0.009619,-0.079004,-0.003239,0.020826
0.026267,-0.011438,0.044045,0.035543,0.004895,-0.056878,-0.037414,0.056383,-0.032379,0.051922,0.065318,-0.049184,-0.050155,0.054977,0.073842,0.065896,0.054007,-0.025406,0.055931,0.020170,-0.002266,0.061691,0.044024,-0.059702,0.021547,-0.032763,0.017533,0.042849,0.019258,0.008291,-0.042704,0.015419,0.071230,0.006310,0.062043,-0.084088,-0.001492,0.012298,0.000918,0.026814,-0.052090,-0.031985,-0.068564,0.046225,0.001484,-0.028402,0.048943,-0.001475,-0.065088,-0.046964
0.088461,0.007461,0.052737,-0.035827,0.053998,0.077115,0.068897,0.057819,0.030544,0.025262,0.032479,0.048845,0.037960,0.006514,0.060400,-0.042760,-0.020940,0.075974,0.098357,0.060950,0.015832,0.032434,0.080766,0.025713,0.016645,-0.034575,0.097059,0.060844,-0.049768,-0.012827,0.056086,0.017800,0.082774,-0.054184,0.041854,0.048345,-0.002601,0.049436,-0.015229,-0.004289,0.056638,0.084417,0.020255,-0.045036,-0.004533,0.002439,0.044548,-0.013992,0.063027,0.045692
-0.021737,0.028118,0.079829,-0.020738,-0.003120,0.045245,0.049980,0.024351,-0.031747,0.034447,0.034376,-0.023955,-0.013720,-0.035799,0.025931,-0.055793,0.017034,0.025878,-0.084380,0.013358,-0.005959,0.035740,0.028500,0.039760,-0.044342,0.013129,0.005991,0.039146,0.002007,-0.071485,-0.104050,0.061297,0.017876,0.004370,0.038011,0.012355,-0.035548,0.023082,0.023539,-0.028035,-0.015968,-0.000889,0.028602,0.050878,0.030529,-0.008313,0.022159,0.047532,-0.008114,0.002167
0.039193,0.044581,0.038980,0.003616,0.063971,0.064340,-0.043930,-0.022718,0.003266,-0.051296,0.066436,-0.021328,0.030072,-0.018396,-0.001570,-0.026850,0.014123,-0.002570,-0.022576,-0.042883,0.002198,-0.002095,0.062898,0.012549,0.056958,-0.063762,-0.028525,-0.053353,0.007728,0.008742,-0.058027,0.023173,0.047061,-0.004047,0.037970,-0.033805,0.040068,0.063385,0.063475,0.011683,-0.025373,0.051690,-0.014972,0.029966,0.025910,0.002952,0.019386,-0.002476,-0.043238,0.029976
-0.002765,0.007568,-0.028328,-0.001833,-0.053991,-0.025311,-0.005534,-0.047568,0.006691,-0.013097,-0.033344,0.019178,-0.027934,-0.061525,-0.061998,-0.022138,-0.028894,0.010538,0.013291,0.005841,0.030786,-0.010699,-0.026774,-0.011602,0.004396,-0.001830,-0.001711,-0.020527,-0.031695,-0.026887,-0.124767,-0.115064,-0.072701,-0.005310,-0.001626,-0.070192,0.059242,-0.047510,0.003114,-0.068763,0.057694,-0.059521,-0.108201,0.047306,0.014854,-0.043921,0.010348,-0.034185,-0.068919,-0.021459
-0.054431,0.022923,-0.057560,0.034040,-0.030007,-0.003705,-0.043107,-0.059772,-0.080663,0.000081,-0.008275,-0.026335,0.010760,-0.009914,-0.020580,0.006726,0.049955,-0.038836,-0.028384,-0.025372,-0.014409,-0.036826,-0.048694,-0.075893,-0.046021,-0.029401,0.005751,0.002749,-0.010020,-0.026505,-0.110079,-0.061169,0.061912,-0.022786,-0.048092,-0.089188,-0.000579,-0.111781,-0.099914,-0.060897,0.003962,-0.052561,-0.032585,-0.070165,-0.009038,-0.012388,-0.035904,0.005378,-0.023552,-0.021721
-0.064176,-0.068774,-0.007190,0.085669,-0.069398,0.009689,-0.007149,-0.076533,-0.078845,-0.047639,0.037550,-0.056712,-0.000229,-0.074532,0.031931,0.074044,0.034892,-0.022374,0.052445,-0.022378,-0.003883,0.043697,0.006020,-0.030670,0.039681,0.039341,-0.007348,0.013255,-0.020127,0.016513,0.061882,0.004689,0.110628,-0.062486,-0.010305,0.038215,0.025586,-0.006413,0.027823,0.020297,-0.025736,-0.010011,0.044974,-0.022562,-0.014796,-0.021050,0.044473,-0.058061,0.041984,0.001389
0.022502,0.025467,0.092482,0.014414,-0.039279,0.052345,0.017279,0.016875,0.123089,0.001267,0.016916,0.001136,-0.077437,-0.010363,0.062725,0.063919,0.064407,-0.031770,0.070781,0.029741,0.003595,0.061661,0.040205,0.045402,0.026209,-0.055401,0.056523,0.044534,0.046654,-0.013281,0.033527,0.028952,0.077610,0.041507,0.013884,0.075242,0.012427,0.109593,0.070355,-0.022733,0.032939,-0.019959,0.085464,0.000487,-0.000511,0.046314,0.008012,0.017200,-0.008419,0.022643
0.103766,0.021541,0.014492,-0.059291,-0.045406,-0.071101,0.027467,0.023292,0.080539,0.044649,-0.011661,0.043539,0.027404,0.080254,-0.013905,0.075823,-0.011187,-0.018771,0.060346,-0.003648,0.007416,0.059462,0.080712,0.018538,0.001186,0.055222,0.039087,0.047569,0.085047,0.061530,0.084711,-0.003822,0.031090,0.030964,0.062706,0.002260,-0.017738,0.056955,0.068760,0.033144,0.038625,0.035461,0.144993,0.095033,-0.068828,0.007094,0.007045,-0.001573,0.060702,-0.034210
0.002908,0.026375,0.037641,0.060899,-0.041628,0.030124,0.042596,0.062661,0.039512,0.041143,0.014995,-0.027468,-0.024786,0.000923,0.055090,0.009276,0.089014,0.063110,0.072730,0.086758,0.012262,0.049158,0.085376,0.020387,0.045571,-0.010590,0.014796,0.057726,0.049816,-0.000614,0.030646,0.066291,-0.001360,-0.003551,0.033343,-0.019262,0.010607,-0.014180,-0.016567,0.024772,0.017536,0.044636,0.041434,0.029356,-0.018590,0.070276,0.017331,0.054909,0.083895,-0.041191
0.032719,-0.035312,-0.004554,0.058476,0.000748,0.005255,0.004214,0.005520,-0.031461,-0.012362,0.004558,0.019950,-0.058978,0.003246,-0.028896,-0.001636,-0.033227,-0.055794,0.000779,0.004941,-0.053466,-0.028046,-0.057419,-0.043475,-0.050852,-0.018651,0.011214,0.009336,-0.018573,-0.004839,0.017867,0.022609,-0.002814,0.020180,-0.011952,0.003368,0.084612,0.047591,0.006720,-0.006039,-0.013394,0.068174,0.048966,-0.070827,0.014935,-0.002637,0.004292,-0.006058,0.048080,0.050448
0.016760,-0.014184,0.034660,0.002180,0.030673,0.032472,0.021056,0.047741,0.083239,0.019848,0.041631,0.013741,0.076562,0.111439,0.072438,-0.004437,0.032894,0.031717,0.100449,0.067442,-0.004337,0.026931,0.100928,-0.019128,-0.007670,0.038390,-0.020511,0.084892,0.068298,-0.021843,0.089863,0.013525,0.017484,0.023813,0.022364,-0.087727,-0.063805,-0.050942,0.009248,-0.058652,-0.023851,0.106725,0.046716,0.044120,0.085058,0.079332,0.008808,0.058246,0.026743,0.010338
0.030355,0.023687,0.005827,0.014651,0.079306,0.024515,0.091391,0.051369,0.021683,0.019052,0.021954,0.016706,0.022400,-0.029256,-0.022221,-0.049070,0.057402,0.135227,0.034310,0.025460,0.035418,-0.002788,0.021504,0.031194,0.022961,0.052265,-0.013159,0.095889,0.033296,-0.008164,0.046306,0.048670,0.052591,-0.017131,0.149432,0.048811,0.072814,-0.022055,-0.025091,0.144019,0.091169,0.031161,0.022913,0.089185,-0.033692,0.015035,0.006626,0.077547,0.030342,0.101232
0.010333,0.003007,-0.043560,0.046271,-0.041160,-0.015497,-0.046062,-0.006866,-0.019000,0.042486,-0.024950,0.010286,-0.001747,0.003049,0.057863,-0.011657,-0.035573,-0.014499,0.015178,-0.046875,0.041063,-0.026773,0.012976,0.018541,0.026868,-0.010019,-0.010209,-0.045661,0.016350,-0.019704,-0.026108,0.055546,0.033148,-0.025704,0.003127,-0.005079,-0.004818,-0.021643,0.046058,-0.060330,-0.043220,0.066485,-0.058313,0.011521,-0.001673,0.022522,0.007948,0.044095,-0.008592,0.053817
-0.030497,-0.033455,0.021957,-0.007224,0.017755,-0.043036,0.014870,-0.033070,0.035133,0.008274,0.012371,-0.007184,-0.039657,0.015042,0.123071,-0.005879,0.071653,-0.033555,0.104137,0.006419,-0.002520,0.030616,0.029567,0.022361,0.027479,-0.015166,0.045893,-0.047002,0.032373,0.110346,-0.033124,0.032284,0.037165,-0.008767,0.019377,0.000302,-0.014026,-0.044027,0.013980,0.026813,-0.021233,-0.010104,-0.010133,-0.020998,-0.002243,0.011045,-0.020657,0.049666,0.009916,0.015383
-0.010084,-0.017336,-0.024158,0.013559,0.004472,-0.035708,-0.076315,0.048009,-0.048310,-0.018508,-0.021895,-0.030796,0.005157,0.016149,-0.041728,-0.034146,-0.059899,0.032977,-0.004709,0.012659,0.025388,-0.002614,0.029342,0.006794,-0.002685,-0.053982,-0.019505,-0.064762,-0.057617,0.015809,-0.029080,-0.009669,-0.035765,0.067493,-0.010638,-0.017353,-0.056135,-0.022232,-0.052919,0.015939,-0.021932,0.044338,-0.023621,0.008694,0.010199,-0.029462,0.014032,0.022020,-0.044616,0.087280
0.076694,0.062776,0.025951,-0.051294,-0.053966,-0.020034,-0.023456,0.025582,0.012639,0.012963,-0.007549,0.044898,-0.012258,-0.031234,-0.064343,0.103579,-0.096950,0.030275,-0.078961,0.028370,-0.015718,-0.025711,0.062755,0.036770,0.048914,-0.004205,-0.000684,0.006322,0.024371,0.004112,0.054937,-0.012772,-0.010254,-0.033857,-0.000785,-0.079093,-0.032549,-0.003639,0.045941,0.027253,0.001504,-0.029863,0.011410,-0.006765,-0.071812,0.020410,-0.009568,0.014463,-0.004408,-0.033118
0.034179,0.033022,-0.008681,0.046348,-0.020585,0.027923,-0.090638,-0.056281,-0.020580,-0.012285,0.009625,-0.009649,-0.027565,-0.020015,0.033389,-0.095516,-0.067421,-0.049273,-0.059563,0.010318,-0.040065,-0.009973,-0.088527,-0.011675,-0.003090,-0.041237,0.002623,-0.037380,-0.055609,-0.064057,-0.067400,-0.017825,0.020443,0.004603,0.005095,-0.010964,0.019766,-0.004574,-0.073271,0.003331,0.012393,-0.002776,-0.012926,-0.018802,-0.057850,-0.057315,-0.058620,-0.014522,0.014732,-0.016197
0.042307,-0.034829,0.042560,-0.015086,-0.073269,-0.003739,0.009783,-0.048352,-0.047574,-0.058057,-0.078329,-0.070559,-0.016808,-0.045535,-0.031015,-0.083305,-0.080952,0.019307,-0.096354,-0.032420,-0.019389,0.060957,0.017529,-0.072233,-0.092564,-0.024050,-0.037294,-0.080813,-0.063870,0.020834,0.014414,-0.038498,0.009850,-0.015360,-0.029313,-0.014434,0.003674,-0.016108,-0.002699,0.014736,0.004411,-0.043687,0.037177,0.004266,-0.025016,-0.086645,-0.050234,-0.040801,-0.004219,-0.022569
-0.059318,0.017824,0.044952,0.034962,0.076491,-0.056806,-0.077878,0.004018,-0.009724,0.050175,0.008944,0.022972,-0.005783,0.043498,-0.020907,-0.024253,-0.033180,0.037660,0.015414,0.028675,-0.003463,-0.030701,0.011490,0.023578,0.027381,-0.016123,0.002794,0.013647,-0.005876,0.018751,0.046608,-0.030267,0.006653,-0.002606,0.035890,0.005826,-0.046550,0.012053,0.054214,0.050600,-0.020241,-0.051679,0.063643,-0.041436,-0.039864,-0.040279,-0.029579,0.035379,-0.012635,0.007311
0.078267,-0.000872,0.054781,0.012375,0.045915,-0.027396,0.052476,-0.003711,0.015414,0.017482,0.027253,-0.022811,0.066602,0.034996,0.054841,-0.078488,-0.030030,0.140152,0.055660,-0.021832,0.038713,0.062467,0.035231,-0.011178,0.080058,-0.027016,-0.035781,0.040896,-0.003688,0.106961,0.024213,0.066220,0.052146,0.040954,0.058758,0.006837,0.010518,0.045612,0.039880,0.002223,0.078961,0.058708,0.044602,-0.045218,-0.029229,0.031130,-0.010081,0.064227,0.050186,0.026332
-0.029061,0.084316,-0.009557,0.012918,0.030453,0.068495,0.023824,0.081158,-0.001076,-0.009376,0.095710,0.055478,0.068771,0.089211,0.076427,0.024831,0.033630,-0.020993,0.062079,0.032700,0.001415,0.096597,0.049493,0.018838,0.047889,0.028232,0.042173,0.107204,0.028501,-0.036839,0.015555,0.003519,-0.011337,-0.012721,0.001779,0.010991,-0.046575,0.025539,0.016923,0.027503,0.074336,0.033878,0.000814,0.022868,0.037194,0.044146,0.071794,0.027589,0.047004,0.058965
-0.013103,0.081380,-0.067414,-0.032370,-0.009301,-0.074327,-0.025395,-0.024454,-0.036823,-0.034190,-0.035072,-0.049511,-0.053747,0.037751,0.027503,0.022069,-0.032810,-0.049813,0.016477,-0.038883,0.011753,-0.039515,-0.017547,-0.085297,0.040207,-0.012871,-0.041981,-0.024988,-0.033429,-0.053379,0.024578,-0.049195,0.068402,-0.060081,-0.006518,0.008895,-0.025015,-0.018802,-0.057174,-0.007132,0.001557,0.010257,-0.014179,-0.018429,-0.020566,-0.021939,-0.013199,-0.041667,-0.049353,-0.091944
-0.013209,0.008037,-0.003305,-0.031996,0.003161,-0.016469,0.037572,-0.021294,0.048572,-0.044162,0.008496,-0.009332,0.017870,-0.078522,-0.037992,0.011824,0.007716,-0.030837,-0.030757,-0.023516,-0.061929,-0.108828,-0.072482,0.032041,-0.027209,0.021602,-0.049147,-0.042786,-0.081912,-0.000719,-0.001274,0.002842,-0.041168,-0.019137,-0.032081,0.011996,-0.007337,-0.107016,-0.054738,0.052239,-0.003958,0.061099,0.003930,-0.023514,-0.011292,-0.045512,0.031950,-0.058239,-0.042721,-0.031148
0.051831,-0.037583,-0.053492,0.080399,0.038025,0.042942,0.062558,0.029775,0.079978,0.039736,0.028874,-0.003781,0.068296,0.052772,0.013963,-0.053535,0.092665,0.003426,0.123601,0.041911,-0.007506,0.026379,0.040956,0.032152,0.087066,0.025482,0.039764,0.012500,0.075013,0.086095,-0.101463,-0.008497,0.025921,0.008379,0.014942,-0.002735,0.004999,-0.045112,0.030480,0.046734,-0.007000,-0.016363,0.025395,0.032457,0.076592,-0.038489,-0.009935,0.093879,0.000193,0.078187
0.005743,-0.069762,-0.024125,-0.089812,0.016732,-0.049061,0.030347,-0.054808,0.013867,0.023978,-0.020749,-0.012056,-0.043455,-0.102404,0.012529,0.029234,-0.048823,0.038558,-0.036852,-0.029762,0.003309,0.040244,0.020850,-0.097856,-0.051092,0.021504,0.005921,-0.021555,-0.094854,-0.001962,-0.040512,0.004869,0.065784,0.009308,-0.035419,-0.042232,-0.001391,-0.105262,0.003404,-0.022614,-0.013880,0.017091,-0.048686,-0.052670,-0.067761,-0.039362,-0.010118,-0.030645,-0.064549,-0.031073
0.039774,0.042626,0.036196,-0.020242,0.021529,-0.040855,0.006932,0.038076,-0.036696,-0.003591,-0.025959,-0.050673,-0.005239,0.055002,-0.078540,0.090194,-0.000911,-0.027124,-0.010373,-0.048132,0.026069,0.090644,-0.016974,0.010712,-0.027283,0.023243,0.016656,0.034315,-0.034585,0.009272,-0.009305,0.027315,0.031331,-0.055495,-0.062040,0.058422,-0.039165,-0.003606,-0.029318,-0.018690,0.022908,0.006562,0.026085,0.029323,-0.014545,-0.010800,-0.021272,0.019489,0.018705,0.032047
-0.042500,0.060757,-0.015463,-0.067056,0.024632,-0.030440,0.019182,-0.030354,-0.042985,0.019949,0.026944,0.033617,-0.011712,-0.049268,-0.046600,0.032298,0.027199,-0.036283,-0.073854,-0.049891,0.053354,0.008637,-0.012379,-0.004998,-0.041789,0.018058,0.009716,-0.064953,0.004694,0.021774,0.062613,-0.021701,-0.031055,0.010592,0.017939,0.023945,-0.024209,-0.008461,0.079325,-0.019630,0.022542,0.033847,0.059396,0.063246,-0.034024,0.005708,-0.023298,-0.007746,-0.002983,0.039451
-0.088791,0.019483,-0.033128,-0.010719,-0.026367,-0.046113,-0.009778,0.001978,-0.035962,0.039013,0.025307,0.019745,-0.031402,-0.008923,-0.015805,-0.026152,-0.026894,0.012221,0.029887,-0.005889,-0.033589,-0.036249,0.003986,0.012493,0.022252,-0.064659,0.076983,0.032501,-0.114321,0.003107,-0.082285,0.075897,0.056631,-0.026065,-0.019571,0.007920,-0.023170,-0.019711,-0.060057,0.030627,0.032735,0.008597,0.008497,0.030849,0.040873,0.031906,-0.000577,0.021534,-0.049571,0.006620
-0.020493,-0.032569,-0.020545,-0.058661,0.042959,-0.078217,-0.057485,-0.056940,-0.009217,0.018899,-0.021496,0.001819,-0.088134,0.007853,-0.147194,-0.019811,-0.031474,0.027976,-0.120290,-0.030121,0.041909,-0.038577,-0.025781,0.012490,-0.001007,-0.075525,0.001638,-0.018727,0.069066,-0.044697,-0.078208,-0.027286,-0.019118,-0.006576,-0.041225,-0.027541,-0.019222,-0.119761,-0.095970,-0.014036,0.038099,-0.079697,-0.097125,-0.012005,-0.089548,0.031107,-0.031221,-0.037475,-0.089991,-0.075380
-0.067226,-0.003816,-0.010960,0.041206,-0.012954,-0.016193,-0.068577,0.020918,-0.002092,-0.017717,-0.091221,-0.051388,0.124385,0.023601,-0.051046,0.031617,-0.065523,0.068909,-0.075439,-0.045052,0.021117,-0.001253,-0.008205,0.065221,0.039186,-0.011864,-0.014785,-0.047027,-0.005915,-0.000818,-0.027949,0.041689,0.023204,-0.018519,-0.048731,0.028562,-0.009381,0.096911,-0.048412,0.027638,0.046139,0.019326,0.008162,0.013443,-0.001784,0.040132,-0.016169,-0.018158,-0.050532,0.081107
0.025455,0.026761,-0.046817,0.005543,-0.043684,0.010316,0.006473,-0.016861,-0.026844,-0.008123,-0.023798,0.042629,-0.052008,-0.010480,-0.009753,0.026941,-0.041138,-0.050601,-0.029577,-0.033902,0.059151,0.002462,-0.018186,0.003353,0.050891,0.032565,0.084604,-0.050394,-0.053183,0.024813,-0.045057,0.036913,-0.018767,-0.008917,0.009167,-0.040220,-0.070835,-0.021306,-0.049670,0.011105,0.120622,0.011533,-0.035739,-0.093259,-0.029299,-0.054400,-0.085250,-0.025663,0.005855,-0.036450
-0.018793,0.031849,0.011975,0.043029,0.014091,0.006503,0.045868,0.009422,0.064433,-0.018048,-0.032672,-0.028657,0.032013,0.072620,0.010629,0.046574,0.004394,-0.029945,0.000347,0.023848,0.042263,-0.044171,0.034569,0.038209,-0.036950,0.009055,0.062711,-0.025084,0.052340,0.035773,0.088867,-0.030602,0.031623,-0.008708,0.047795,-0.019015,-0.016180,0.013593,-0.003197,-0.000382,-0.013131,0.000251,0.041135,0.007324,0.055516,0.033845,-0.022014,-0.034686,-0.026414,0.003390
0.034062,-0.004343,0.006907,-0.059983,0.067298,-0.082199,-0.015019,0.006304,-0.053800,-0.039483,0.075818,-0.017649,-0.058091,-0.009777,0.058039,0.036085,-0.085411,0.039093,0.006368,0.023638,-0.117661,0.050205,0.007887,0.012722,0.053092,0.015945,0.020209,0.059549,0.005531,-0.095389,-0.012209,-0.022671,0.014071,-0.000753,0.024000,0.030265,0.011865,0.001621,-0.037191,0.029512,0.030985,0.019248,-0.034272,0.014461,0.063223,0.059994,0.012943,0.070283,0.004803,-0.003406
0.021641,-0.000798,0.042581,-0.042607,0.001071,0.024155,-0.046798,0.100398,0.015083,0.075136,-0.036875,-0.098355,-0.042488,0.027147,-0.060864,0.006670,0.059010,0.006419,-0.067776,-0.029625,-0.013877,-0.048491,-0.029535,0.007013,0.005083,-0.020246,0.028466,0.061436,0.017404,0.124471,-0.041971,0.029461,0.023853,0.002666,0.058459,0.009930,-0.041152,-0.105268,-0.002282,-0.071589,-0.034121,0.038221,-0.017862,-0.048446,-0.028018,-0.006525,-0.009250,-0.044831,0.009111,-0.013911
-0.034737,0.003921,-0.044060,0.049075,-0.038719,-0.039145,0.060642,0.016478,0.046613,-0.043043,-0.030442,-0.010902,-0.035001,-0.021581,-0.032132,-0.008258,-0.045361,0.011926,-0.052446,0.014212,-0.057452,0.084166,0.064259,-0.069284,-0.102827,0.024308,-0.046350,-0.017167,0.030205,0.010700,0.019628,0.019938,-0.054145,-0.000978,-0.003820,-0.025397,0.038998,-0.033458,0.057791,-0.046086,-0.016614,-0.025605,-0.001695,-0.048640,-0.049027,0.066116,0.033721,-0.019618,-0.062837,0.014086
-0.015035,0.015191,0.012571,-0.018453,-0.045895,-0.012176,-0.059122,-0.011100,-0.129496,-0.006815,-0.053540,-0.039527,-0.030698,-0.019499,0.012814,-0.024736,0.010708,-0.029886,-0.083473,-0.059190,-0.100918,-0.010653,-0.128853,0.010193,0.008649,-0.030782,-0.046673,-0.060732,-0.024177,-0.012323,-0.074702,-0.025182,-0.014314,-0.034031,-0.049929,-0.077156,-0.055097,0.028090,-0.104182,-0.014805,0.026516,-0.049902,0.058030,-0.001335,-0.013789,-0.032049,-0.080970,0.015505,-0.077438,-0.074165
0.018756,0.017262,-0.060963,-0.088581,0.048804,0.010984,-0.000437,-0.071696,-0.027366,-0.035572,-0.016356,-0.014721,-0.075023,-0.005248,-0.091134,0.044156,0.054905,-0.032674,-0.078636,-0.010815,0.012176,-0.047586,-0.088560,-0.076476,-0.082951,-0.072077,-0.019699,-0.004059,-0.054074,-0.032087,-0.073767,-0.023180,-0.037132,0.040352,-0.034899,-0.006789,-0.001694,-0.031183,-0.082604,-0.133128,0.001651,0.003556,-0.032772,-0.041699,-0.056765,0.019234,-0.042294,-0.050021,-0.016410,-0.022448
-0.007585,0.047655,-0.041096,-0.006718,-0.001628,0.058495,0.027856,0.025661,-0.016773,0.053661,-0.067350,-0.001696,0.009846,-0.003549,-0.031869,0.005395,-0.025575,0.051096,-0.080843,0.042301,-0.000058,-0.001044,-0.014582,0.024347,0.005530,-0.023106,-0.019284,0.002810,0.021063,0.005195,-0.025709,-0.004477,-0.032616,-0.061070,0.029924,0.020047,0.033469,0.040390,0.020630,-0.009247,-0.059594,0.048068,-0.047781,-0.059992,0.059217,-0.022135,-0.027240,-0.006400,-0.078009,0.092986
0.069115,-0.042614,0.053850,0.002084,0.009076,0.035983,-0.000238,0.073123,0.079658,-0.035534,0.093837,-0.014893,-0.000318,-0.010461,-0.006096,0.084084,0.008340,0.006301,0.046195,0.038695,-0.059891,0.026772,0.033904,0.004746,0.039522,-0.003403,0.074866,0.019764,0.020203,0.067212,-0.091215,0.033670,0.049339,0.020700,0.056419,-0.002512,0.009560,0.009238,0.032745,0.043947,0.035105,0.066427,0.040048,0.001852,0.059214,0.068970,0.010739,-0.042978,0.076226,-0.040411
